Program,site_id,Site Name,Site ID OPSEL,Opsel,Penyedia MSS,Paket Penyedia MSS,Provinsi,Kabupaten,Kecamatan,Desa,latitude,longitude,radius_km,Transmisi,BW,K2-K3 Kategori,Availability,Accessibility,Retainability,Traffic Total,User,Problem Availability,Sub Problem Category
BTS 4G,MLU00383,KLISHATU,ZZX443,TELKOMSEL,PT. LINDU PUTRA UTAMA,10,MALUKU,MALUKU BARAT DAYA,WETAR BARAT,KLISHATU,-7.926401,125.826276,3,VSAT,6,No overlapping Issue,99.93,99.74,99.63,1484138.81,30-50,-,-
BTS 4G,MLA00160,PELITA,ZZY120,TELKOMSEL,PT. LINDU PUTRA UTAMA,10,MALUKU UTARA,HALMAHERA SELATAN,MANDIOLI UTARA,PELITA,-0.664905,127.264264,3,VSAT,6,No overlapping Issue,99.72,99.61,99.12,1440404.97,20-30,-,-
BTS 4G,PAP4140,BARERI,ZZT695,TELKOMSEL,KSO SCI NUSA PAPUA,14,PAPUA,MAMBERAMO RAYA,RUFAER,BARERI,-2.979366,137.783201,3,VSAT,6,No overlapping Issue,99.82,99.88,83.66,7282.15,5-10,-,-
BTS 4G,MLU00327,IMROING,ZZX381,TELKOMSEL,PT. LINDU PUTRA UTAMA,10,MALUKU,MALUKU BARAT DAYA,PULAU-PULAU BABAR,IMROING,-7.965144,129.648035,3,VSAT,4,No overlapping Issue,95.7,99.79,99.67,802027.6,50-80,-,-
BTS 4G,PAP3229,PUTAGAIMA,ZZT031,TELKOMSEL,KSO SCI NUSA PAPUA,14,PAPUA PEGUNUNGAN,JAYAWIJAYA,ASOTIPO,Putagaima,-4.184433,138.987644,3,VSAT,2,K2 : Overlap Sebagian,99.75,99.43,99.53,71457.19,#DIV/0!,-,-
BTS 4G,PAP7720,BENAWA,ZZV777,TELKOMSEL,KSO SCI NUSA PAPUA,15,PAPUA PEGUNUNGAN,YALIMO,BENAWA,BENAWA,-3.732217,139.757524,3,VSAT,4,No overlapping Issue,99.58,99.39,97.37,983193.6,20-30,-,-
BTS 4G,PAP0570,BORUMEI,ZZR300,TELKOMSEL,KSO SEI - AGTI,12,PAPUA,WAROPEN,WONTI,BORUMEI,-2.311388,136.663055,3,MW,30,No overlapping Issue,98.95,99.46,99.83,286712.28,10-20,-,-
BTS 4G,PAP1069,ASARKIR,ZZR399,TELKOMSEL,KSO BKU LANGGENG,13,PAPUA,BIAK NUMFOR,BIAK BARAT,ASARKIR,-1.139722,135.845277,3,VSAT,2,No overlapping Issue,100,98.78,100,404.7,0-5,-,-
BTS 4G,PAP0806,IDADAGI,ZZR406,TELKOMSEL,KSO BKU LANGGENG,13,PAPUA TENGAH,DOGIYAI,DOGIYAI,IDADAGI,-4.020277,136.005277,3,VSAT,2,K3 : Full Overlap,100,98.2,99.76,39777.02,20-30,-,-
BTS 4G,PAP0544,PIRARE,ZZR276,TELKOMSEL,KSO SEI - AGTI,12,PAPUA,WAROPEN,WAPOGA,PIRARE,-2.712222,136.094166,3,MW,30,No overlapping Issue,72.48,99.56,99.96,6842611.6,>100,POWER,POWER : Impact dari PAP0539_RASAWA
BTS 4G,PAP7789,WEMBI 2,ZZV781,TELKOMSEL,KSO SCI NUSA PAPUA,15,PAPUA,KEEROM,MANNEM,WEMBI 2,-3.07062,140.832203,3,VSAT,4,No overlapping Issue,73.66,98.76,99.4,758288.57,50-80,VSAT,High Packet Loss
BTS 4G,PAB1395,HBAA,ZZQ298,TELKOMSEL,PT. LINDU PUTRA UTAMA,11,PAPUA BARAT DAYA,MAYBRAT,AITINYO RAYA,HBAA,-1.338888,132.327777,3,VSAT,2,K1 : Tidak Overlap,100,99.65,99.64,1599.44,0-5,-,-
BTS 4G,MLA0075,WAILOA,ZZY284,TELKOMSEL,PT. LINDU PUTRA UTAMA,10,MALUKU UTARA,HALMAHERA SELATAN,PULAU MAKIAN,WAILOA,0.278753,127.393233,3,VSAT,2,No overlapping Issue,75.53,99.24,95.83,580345.74,20-30,POWER,High SER
BTS 4G,PAB1462,KLAYILI - MALASIGI,ZZQ336,TELKOMSEL,PT. LINDU PUTRA UTAMA,11,PAPUA BARAT DAYA,SORONG,KLAYILI,KLAYILI - MALASIGI,-0.90165,131.55046,3,VSAT,2,K1 : Tidak Overlap,100,98.8,99.78,292593.27,5-10,-,-
BTS 4G,MLU00323,ROMDARA,ZZX377,TELKOMSEL,PT. LINDU PUTRA UTAMA,10,MALUKU,MALUKU BARAT DAYA,MNDONA HIERA,ROMDARA,-8.190541,128.919078,3,VSAT,4,No overlapping Issue,96.7,98.63,96.95,542367.46,50-80,-,-
BTS 4G,PAP2439,SIPISI III,ZZU952,TELKOMSEL,KSO SCI NUSA PAPUA,14,PAPUA,MAMBERAMO RAYA,WAROPEN ATAS,SIPISI III,-2.288201,137.000073,3,VSAT,2,No overlapping Issue,99.99,99.71,99.72,467326.97,5-10,-,-
BTS 4G,PAP2382,SKANTO IV,ZZW773,TELKOMSEL,KSO SCI NUSA PAPUA,15,PAPUA,KEEROM,SKANTO,SKANTO IV,-2.89267,140.63214,3,VSAT,4,No overlapping Issue,99.92,99.36,98.35,550464,10-20,-,-
BTS 4G,PAP2101,KELURAHAN BADE,ZZV876,TELKOMSEL,KSO SCI NUSA PAPUA,15,PAPUA SELATAN,MAPPI,EDERA,KELURAHAN BADE,-7.29581,139.6752,3,VSAT,4,K1 : Tidak Overlap,99.76,99.59,98.83,1592086.99,50-80,-,-
BTS 4G,PAP0807,DENEMANI,ZZR134,TELKOMSEL,KSO BKU LANGGENG,13,PAPUA TENGAH,DOGIYAI,DOGIYAI,DENEMANI,-4.032777,136.018333,3,VSAT,2,K2 : Overlap Sebagian,100,95.61,99.23,261894.82,30-50,-,-
BTS 4G,PAP3710,KUBUGIWA,ZZT545,TELKOMSEL,KSO SCI NUSA PAPUA,14,PAPUA PEGUNUNGAN,TOLIKARA,KUBU,KUBUGIWA,-3.74063,138.50501,3,VSAT,2,No overlapping Issue,98.13,99.7,92.36,204153.02,10-20,-,-
BTS 4G,PAP0078,RARISI,ZZR154,TELKOMSEL,KSO SEI - AGTI,12,PAPUA,KEPULAUAN YAPEN,POOM,RARISI,-1.636388,135.730833,3,MW,30,No overlapping Issue,94.83,99.77,99.92,2208395.12,30-50,POWER,POWER : Charging
BTS 4G,PAB1241,UGYEHEK,ZZQ159,TELKOMSEL,KSO BKU LANGGENG,13,PAPUA BARAT,PEGUNUNGAN ARFAK,MINYAMBOUW,UGYEHEK,-1.113333,133.823333,3,VSAT,2,No overlapping Issue,100,97.96,99.61,522524.85,20-30,-,-
BTS 4G,PAP0033,KEUW,ZZR143,TELKOMSEL,KSO SEI - AGTI,12,PAPUA TENGAH,NABIRE,WAPOGA,KEUW,-3.095,136.208611,3,MW,30,No overlapping Issue,72.5,99.77,99.9,158108.6,#DIV/0!,POWER,POWER : Impact dari PAP0539_RASAWA
BTS 4G,PAP7165,SORAY,ZZV297,TELKOMSEL,KSO SCI NUSA PAPUA,15,PAPUA SELATAN,ASMAT,SUATOR,SORAY,-5.396079,139.21144,3,VSAT,2,K1 : Tidak Overlap,99.99,99.79,89.35,38820.49,10-20,-,-
BTS 4G,PAB1357,CIGERA,ZZQ219,TELKOMSEL,KSO BKU LANGGENG,13,PAPUA BARAT,PEGUNUNGAN ARFAK,DIDOHU,CIGERA,-1.404444,133.741388,3,VSAT,2,No overlapping Issue,88.42,97.86,99.73,294836.05,10-20,POWER,Unmonitor Power
BTS 4G,PAP7654,KOGIR,ZZV398,TELKOMSEL,KSO SCI NUSA PAPUA,15,PAPUA SELATAN,MAPPI,MINYAMUR,KOGIR,-6.477924,138.806636,3,VSAT,2,No overlapping Issue,88.61,99.66,99.68,57253.1,0-5,VSAT,High Packet Loss
BTS 4G,PAP3192,WONENGGULIK,ZZT117,TELKOMSEL,KSO SCI NUSA PAPUA,14,PAPUA PEGUNUNGAN,JAYAWIJAYA,SILOKARNODOGA,WONENGGULIK,-3.945755,138.825706,3,VSAT,2,No overlapping Issue,99.75,98.91,99.29,806793.66,20-30,-,-
BTS 4G,PAP2442,TIKAPURA II,ZZU940,TELKOMSEL,KSO SCI NUSA PAPUA,14,PAPUA PEGUNUNGAN,MAMBERAMO TENGAH,KELILA,TIKAPURA II,-3.78967,138.70349,3,VSAT,4,No overlapping Issue,99.87,99.57,98.62,572273.92,30-50,-,-
BTS 4G,PAP2223,SERALEMA II,ZZU958,TELKOMSEL,KSO SCI NUSA PAPUA,14,PAPUA PEGUNUNGAN,MAMBERAMO TENGAH,KOBAKMA,SERALEMA II,-3.71271,139.06879,3,VSAT,4,K1 : Tidak Overlap,99.9,94.98,96.37,1502955.58,>100,-,-
BTS 4G,PAP6242,MODUSIT,ZZV231,TELKOMSEL,KSO SCI NUSA PAPUA,15,PAPUA PEGUNUNGAN,PEGUNUNGAN BINTANG,SERAMBAKON,MODUSIT,-4.875682,140.570485,3,VSAT,2,No overlapping Issue,90.72,98.76,99.04,379664.04,#DIV/0!,POWER,Low SOC
BTS 4G,PAP3424,KAYOGEBUR,ZZT437,TELKOMSEL,KSO SCI NUSA PAPUA,14,PAPUA TENGAH,PUNCAK JAYA,KALOME,KAYOGEBUR,-3.70065,138.13064,3,VSAT,4,K1 : Tidak Overlap,99.81,98.71,98.22,557964.08,#DIV/0!,-,-
BTS 4G,PAB1295,MOFOUKEDA,ZZQ266,TELKOMSEL,KSO BKU LANGGENG,13,PAPUA BARAT,PEGUNUNGAN ARFAK,TESTEGA,MOFOUKEDA,-1.4301,133.54531,3,VSAT,2,No overlapping Issue,93.68,96.95,99.66,739904.55,30-50,POWER,"KPI Charging, PV, Batere unmonitor"
BTS 4G,PAP0561,BOKADARO,ZZR291,TELKOMSEL,KSO SEI - AGTI,12,PAPUA,WAROPEN,WONTI,BOKADARO,-2.309722,136.658611,3,MW,30,No overlapping Issue,98.95,99.72,99.9,537339.1,20-30,-,-
BTS 4G,PAP7733,KAPAURI BAWAH,ZZV810,TELKOMSEL,KSO SCI NUSA PAPUA,15,PAPUA PEGUNUNGAN,YALIMO,BENAWA,KAPAURI BAWAH,-3.664768,140.166555,3,VSAT,4,No overlapping Issue,81.87,92.25,93.69,64296.4,10-20,BTS,Optic Cable / SFP
BTS 4G,PAP0029,TOTOBERI,ZZR140,TELKOMSEL,KSO SEI - AGTI,12,PAPUA TENGAH,NABIRE,WAPOGA,TOTOBERI,-2.831388,136.018055,3,MW,30,No overlapping Issue,72.49,99.55,99.94,881688.47,#DIV/0!,POWER,POWER : Impact dari PAP0539_RASAWA
BTS 4G,PAP3219,IRILINGA,ZZT120,TELKOMSEL,KSO SCI NUSA PAPUA,14,PAPUA PEGUNUNGAN,JAYAWIJAYA,BPIRI,IRILINGA,-3.837141,138.826668,3,VSAT,2,No overlapping Issue,59.84,99.91,98.47,96842.8,10-20,BTS,SLA dibawah target 95%
BTS 4G,PAP7420,YANAMIK,ZZV788,TELKOMSEL,KSO SCI NUSA PAPUA,14,PAPUA PEGUNUNGAN,YALIMO,ABENAHO,YANAMIK,-3.83547,139.16219,3,VSAT,4,K1 : Tidak Overlap,99.98,99.64,98.63,694282.82,30-50,-,-
BTS 4G,MLU00376,LOLOTUARA,ZZX435,TELKOMSEL,PT. LINDU PUTRA UTAMA,10,MALUKU,MALUKU BARAT DAYA,PULAU LAKOR,LOLOTUARA,-8.272484,128.196641,3,VSAT,6,No overlapping Issue,97.36,99.51,99.3,1270638.36,30-50,-,-
BTS 4G,PAP4567,DUA LANNY,ZZT875,TELKOMSEL,KSO SCI NUSA PAPUA,14,PAPUA PEGUNUNGAN,LANNY JAYA,BUGUK GONA,DUA LANNY,-3.9817,138.51909,3,VSAT,2,No overlapping Issue,81.79,99.41,99.55,996253.87,10-20,POWER,Battery Low SOC 
BTS 4G,PAP6119,FAFENUMBU,ZZV036,TELKOMSEL,KSO SCI NUSA PAPUA,15,PAPUA,KEEROM,YAFFI,FAFENUMBU,-3.706576,140.96602,3,VSAT,4,No overlapping Issue,94.44,99.77,99.28,1314540.89,30-50,POWER,Low SOC
BTS 4G,PAP0030,SAMANUI,ZZR141,TELKOMSEL,KSO SEI - AGTI,12,PAPUA TENGAH,NABIRE,WAPOGA,SAMANUI,-2.805277,135.975833,3,MW,30,No overlapping Issue,72.47,99.76,99.91,216645.57,#DIV/0!,POWER,POWER : Impact dari PAP0539_RASAWA
BTS 4G,PAB0386,WERIAGAR UTARA,ZZP757,TELKOMSEL,PT. LINDU PUTRA UTAMA,11,PAPUA BARAT,TELUK BINTUNI,WERIAGAR,WERIAGAR UTARA,-2.275277,132.899166,3,VSAT,2,K3 : Full Overlap,99.54,98.16,99.77,143566.61,#DIV/0!,-,-
BTS 4G,PAP0537,BAINO JAYA,ZZR271,TELKOMSEL,KSO SEI - AGTI,12,PAPUA,WAROPEN,OUDATE,BAINO JAYA,-2.325277,136.466111,3,MW,30,K1 : Tidak Overlap,98.09,99.46,98.47,7666166.16,50-80,-,-
BTS 4G,PAP2375,GARUSA II,ZZU931,TELKOMSEL,KSO SCI NUSA PAPUA,14,PAPUA,JAYAPURA,UNURUM GUAY,GARUSA II,-2.48625,139.85197,3,VSAT,4,No overlapping Issue,99.9,97.87,96.37,167145.98,30-50,-,-
BTS 4G,MLU00315,KUMUR,ZZX369,TELKOMSEL,PT. LINDU PUTRA UTAMA,10,MALUKU,MALUKU BARAT DAYA,DAMER,KUMUR,-7.087234,128.647994,3,VSAT,4,No overlapping Issue,99.99,99.03,96.23,248903.72,30-50,-,-
BTS 4G,PAB0188,WENDI,ZZP118,TELKOMSEL,PT. LINDU PUTRA UTAMA,11,PAPUA BARAT DAYA,SORONG SELATAN,SAWIAT,WENDI,-1.250277,131.937222,3,VSAT,2,No overlapping Issue,100,97.29,99.91,170852.62,10-20,-,-
BTS 4G,PAB0850,SONGGER JATI,ZZQ164,TELKOMSEL,PT. LINDU PUTRA UTAMA,11,PAPUA BARAT DAYA,SORONG SELATAN,WAYER,SONGGER JATI,-1.505833,132.113611,3,VSAT,2,K1 : Tidak Overlap,100,99.71,99.96,315778.07,5-10,-,-
BTS 4G,PAB1330,DUEIBEI,ZZQ134,TELKOMSEL,KSO BKU LANGGENG,13,PAPUA BARAT,MANOKWARI,WARMARE,DUEIBEI,-1.049722,133.899444,3,VSAT,2,No overlapping Issue,99.82,95.07,99.17,260512.72,30-50,-,-
BTS 4G,PAP1217,AMPIMOI II,ZZR616,TELKOMSEL,KSO BKU LANGGENG,13,PAPUA,KEPULAUAN YAPEN,TELUK AMPIMOI,AMPIMOI II,-1.843333,136.480277,3,VSAT,2,K1 : Tidak Overlap,100,98.05,99.88,331550.82,20-30,-,-
BTS 4G,PAB1369,RURUMO,ZZQ224,TELKOMSEL,PT. LINDU PUTRA UTAMA,11,PAPUA BARAT,KAIMANA,TELUK ETNA,RURUMO,-3.964722,134.968888,3,VSAT,2,No overlapping Issue,100,99.26,99.88,1170150.67,50-80,-,-
BTS 4G,PAB0095,KWAKEIK,ZZP717,TELKOMSEL,PT. LINDU PUTRA UTAMA,11,PAPUA BARAT DAYA,SORONG,KLAYILI,KWAKEIK,-0.8575,131.528055,3,VSAT,2,No overlapping Issue,99.99,99.17,99.92,232606.52,5-10,-,-
BTS 4G,PAP1134,WARYEI II,ZZR588,TELKOMSEL,KSO BKU LANGGENG,13,PAPUA,SUPIORI,SUPIORI BARAT,WARYEI II,-0.686666,135.594722,3,VSAT,2,No overlapping Issue,100,99.68,99.91,333856.68,30-50,-,-
BTS 4G,PAB1350,KLABRA,ZZQ146,TELKOMSEL,PT. LINDU PUTRA UTAMA,11,PAPUA BARAT DAYA,SORONG SELATAN,SAIFI,KLABRA,-1.531944,131.672777,3,VSAT,2,No overlapping Issue,99.04,94.94,99.55,1126725.1,#DIV/0!,-,-
BTS 4G,PAB0174,KLALWOK,ZZP115,TELKOMSEL,PT. LINDU PUTRA UTAMA,11,PAPUA BARAT DAYA,SORONG,SAYOSA TIMUR,KLALWOK,-0.956388,131.87,3,VSAT,2,No overlapping Issue,99.89,99.76,99.93,430714.87,10-20,-,-
BTS 4G,PAB0844,PULAU BAMBU,ZZP321,TELKOMSEL,PT. LINDU PUTRA UTAMA,11,PAPUA BARAT DAYA,SORONG,SEGUN,PULAU BAMBU,-1.535,131.283333,3,VSAT,2,No overlapping Issue,99.92,97.35,99.64,904391.46,50-80,-,-
BTS 4G,PAB0110,MASMILI,ZZP070,TELKOMSEL,PT. LINDU PUTRA UTAMA,11,PAPUA BARAT DAYA,SORONG,MOISEGEN,MASMILI,-1.2925,131.334444,3,VSAT,2,No overlapping Issue,100,97.86,99.41,145480.33,5-10,-,-
BTS 4G,PAB0987,MLAFLI,ZZQ301,TELKOMSEL,PT. LINDU PUTRA UTAMA,11,PAPUA BARAT DAYA,SORONG,SAYOSA,MLAFLI,-1.089166,131.675833,3,VSAT,2,No overlapping Issue,99.86,97.57,99.69,136236.09,30-50,-,-
BTS 4G,PAB1201,MUBRAIDIBA,ZZQ188,TELKOMSEL,KSO BKU LANGGENG,13,PAPUA BARAT,MANOKWARI,MANOKWARI UTARA,MUBRAIDIBA,-0.724166,133.921111,3,VSAT,2,K1 : Tidak Overlap,99.99,99.49,99.8,618937.78,20-30,-,-
BTS 4G,PAP1082,NAPAN YAUR II,ZZR409,TELKOMSEL,KSO BKU LANGGENG,13,PAPUA TENGAH,NABIRE,TELUK UMAR,NAPAN YAUR II,-2.709444,134.806111,3,VSAT,2,No overlapping Issue,100,99.31,98.78,967281.71,10-20,-,-
BTS 4G,PAB0167,SABAKE,ZZP722,TELKOMSEL,PT. LINDU PUTRA UTAMA,11,PAPUA BARAT DAYA,SORONG,BOTAIN,SABAKE,-1.400277,131.62,3,VSAT,2,No overlapping Issue,99.95,98.38,99.68,64353.2,10-20,-,-
BTS 4G,PAP1094,BURATE DAEWA,ZZR545,TELKOMSEL,KSO BKU LANGGENG,13,PAPUA,WAROPEN,WAPOGA,BURATE DAEWA,-2.723611,136.076944,3,VSAT,2,No overlapping Issue,99.97,97.94,99.58,401099.75,20-30,-,-
BTS 4G,PAB1278,ESANIA,ZZQ201,TELKOMSEL,PT. LINDU PUTRA UTAMA,11,PAPUA BARAT,KAIMANA,BURUWAY,ESANIA,-3.56,133.425277,3,VSAT,2,No overlapping Issue,99.07,99.64,99.9,631303.05,20-30,-,-
BTS 4G,PAB0330,WEIMAN,ZZP149,TELKOMSEL,PT. LINDU PUTRA UTAMA,11,PAPUA BARAT DAYA,RAJA AMPAT,BATANTA SELATAN,WEIMAN,-0.871666,130.783333,3,VSAT,2,No overlapping Issue,99.99,96.5,99.23,1070479.95,>100,-,-
BTS 4G,PAP0137,AWADO,ZZR423,TELKOMSEL,KSO BKU LANGGENG,13,PAPUA,KEPULAUAN YAPEN,WONAWA,AWADO,-1.691111,135.63,3,VSAT,2,No overlapping Issue,99.48,99.5,99.72,534485.74,10-20,-,-
BTS 4G,PAB0081,BETWAFT,ZZP051,TELKOMSEL,PT. LINDU PUTRA UTAMA,11,PAPUA BARAT DAYA,SORONG,KLAWAK,BETWAFT,-1.216388,131.8825,3,VSAT,2,No overlapping Issue,97.62,99.75,99.9,140398.77,10-20,-,-
BTS 4G,PAB0845,BONTOLALA,ZZP322,TELKOMSEL,PT. LINDU PUTRA UTAMA,11,PAPUA BARAT DAYA,SORONG,SELEMKAI,BONTOLALA,-0.706388,131.88,3,VSAT,2,No overlapping Issue,98.79,92.89,99.3,57533.69,10-20,-,-
BTS 4G,PAB1007,YEFLIO,ZZP399,TELKOMSEL,PT. LINDU PUTRA UTAMA,11,PAPUA BARAT DAYA,SORONG,MAYAMUK,YEFLIO,-1.077777,131.238055,3,VSAT,2,K2 : Overlap Sebagian,100,99.44,99.86,770082.9,50-80,-,-
BTS 4G,PAB0608,SAURABON,ZZP222,TELKOMSEL,PT. LINDU PUTRA UTAMA,11,PAPUA BARAT DAYA,TAMBRAUW,AMBERBAKEN BARAT,SAURABON,-0.521388,133.080277,3,VSAT,2,No overlapping Issue,99.38,97.17,99.77,591343.5,30-50,-,-
BTS 4G,PAP2048,YABA MARU,ZZW771,TELKOMSEL,KSO SCI NUSA PAPUA,15,PAPUA SELATAN,MERAUKE,TANAH MIRING,YABA MARU,-8.292044,140.400522,3,VSAT,4,K1 : Tidak Overlap,99.53,98.89,97.99,1044877.28,80-100,-,-
BTS 4G,PAB0355,OBO,ZZQ026,TELKOMSEL,PT. LINDU PUTRA UTAMA,11,PAPUA BARAT,TELUK BINTUNI,KURI,OBO,-2.779722,134.279722,3,VSAT,2,No overlapping Issue,99.92,97.62,99.86,134703,10-20,-,-
BTS 4G,PAB0358,SIBENA RAYA,ZZP154,TELKOMSEL,PT. LINDU PUTRA UTAMA,11,PAPUA BARAT,TELUK BINTUNI,TUHIBA,SIBENA RAYA,-1.993055,133.412777,3,VSAT,2,No overlapping Issue,99.98,96.99,99.43,914143.42,50-80,-,-
BTS 4G,PAB1010,WARIYAU,ZZP400,TELKOMSEL,PT. LINDU PUTRA UTAMA,11,PAPUA BARAT DAYA,SORONG,KLAMONO,WARIYAU,-1.138333,131.455833,3,VSAT,2,K3 : Full Overlap,100,99.06,99.83,12674.59,20-30,-,-
BTS 4G,PAB0648,KONJA BARAT,ZZP230,TELKOMSEL,PT. LINDU PUTRA UTAMA,11,PAPUA BARAT DAYA,MAYBRAT,AIFAT UTARA,KONJA BARAT,-1.083611,132.465277,3,VSAT,2,No overlapping Issue,100,99.58,99.72,646603.11,20-30,-,-
BTS 4G,PAB0717,JOHAFAH,ZZP263,TELKOMSEL,PT. LINDU PUTRA UTAMA,11,PAPUA BARAT DAYA,MAYBRAT,AYAMARU UTARA,JOHAFAH,-1.269722,132.242777,3,VSAT,2,K2 : Overlap Sebagian,100,99.52,99.82,834711.93,30-50,-,-
BTS 4G,PAB0895,WERAKUR,ZZP742,TELKOMSEL,PT. LINDU PUTRA UTAMA,11,PAPUA BARAT DAYA,SORONG SELATAN,KAIS DARAT,WERAKUR,-1.705,132.195833,3,VSAT,2,No overlapping Issue,100,80.21,99.91,110.74,0-5,-,-
BTS 4G,PAB0986,WARGEP,ZZQ042,TELKOMSEL,PT. LINDU PUTRA UTAMA,11,PAPUA BARAT,FAKFAK,KRAMONGMONGGA,WARGEP,-2.768055,132.361666,3,VSAT,2,No overlapping Issue,100,99.3,99.78,823515.44,30-50,-,-
BTS 4G,PAB0319,WAILEN,ZZP147,TELKOMSEL,PT. LINDU PUTRA UTAMA,11,PAPUA BARAT DAYA,RAJA AMPAT,SALAWATI TENGAH,WAILEN,-1.060555,131.074444,3,VSAT,2,K2 : Overlap Sebagian,100,98.11,99.77,76271.81,10-20,-,-
BTS 4G,PAB0836,MISKUM,ZZP315,TELKOMSEL,PT. LINDU PUTRA UTAMA,11,PAPUA BARAT DAYA,SORONG,KLASO,MISKUM,-0.790833,131.879722,3,VSAT,2,No overlapping Issue,100,98.3,99.33,102546.53,10-20,-,-
BTS 4G,PAB0800,TBO,ZZP293,TELKOMSEL,PT. LINDU PUTRA UTAMA,11,PAPUA BARAT DAYA,MAYBRAT,AYAMARU BARAT,TBO,-1.250277,132.139166,3,VSAT,2,No overlapping Issue,100,98.53,99.83,900770.96,50-80,-,-
BTS 4G,PAB1237,SASAN,ZZQ166,TELKOMSEL,PT. LINDU PUTRA UTAMA,11,PAPUA BARAT DAYA,SORONG SELATAN,SEREMUK,SASAN,-1.345555,131.913055,3,VSAT,2,No overlapping Issue,99.99,99.83,99.92,270374.34,#DIV/0!,-,-
BTS 4G,PAB1055,PATIMBURAK,ZZQ243,TELKOMSEL,PT. LINDU PUTRA UTAMA,11,PAPUA BARAT,FAKFAK,KOKAS,PATIMBURAK,-2.72151,132.42793,3,VSAT,2,K1 : Tidak Overlap,100,99.51,99.87,508917.76,20-30,-,-
BTS 4G,PAP7487,LASIKMA,ZZV743,TELKOMSEL,KSO SCI NUSA PAPUA,15,PAPUA PEGUNUNGAN,YALIMO,ABENAHO,LASIKMA,-3.73592,139.27565,3,VSAT,2,No overlapping Issue,83.12,99.31,96.39,492236.14,20-30,BTS,Loss of synchronization 
BTS 4G,PAB0653,NESET,ZZP231,TELKOMSEL,PT. LINDU PUTRA UTAMA,11,PAPUA BARAT DAYA,MAYBRAT,AIFAT UTARA,NESET,-1.163888,132.461944,3,VSAT,2,No overlapping Issue,99.86,98.26,99.81,1310206.69,50-80,-,-
BTS 4G,PAB0779,KAMBUSKATO UTARA,ZZP664,TELKOMSEL,PT. LINDU PUTRA UTAMA,11,PAPUA BARAT DAYA,MAYBRAT,AYAMARU TIMUR,KAMBUSKATO UTARA,-1.318888,132.265555,3,VSAT,2,K1 : Tidak Overlap,100,99.49,99.87,961782.14,30-50,-,-
BTS 4G,PAB1060,SENEH,ZZP676,TELKOMSEL,PT. LINDU PUTRA UTAMA,11,PAPUA BARAT DAYA,MAYBRAT,AYAMARU SELATAN,SENEH,-1.331666,132.193333,3,VSAT,2,No overlapping Issue,100,97.49,99.28,5148.43,5-10,-,-
BTS 4G,PAB1066,KOFAIT,ZZP410,TELKOMSEL,PT. LINDU PUTRA UTAMA,11,PAPUA BARAT DAYA,MAYBRAT,AYAMARU SELATAN JAYA,KOFAIT,-1.356388,132.2575,3,VSAT,2,No overlapping Issue,100,98.89,99.71,203380.25,10-20,-,-
BTS 4G,PAP7811,TIRI,ZZT942,TELKOMSEL,KSO SCI NUSA PAPUA,14,PAPUA,MAMBERAMO RAYA,MAMBERAMO HULU,TIRI,-3.283358,138.584288,3,VSAT,4,K1 : Tidak Overlap,90.44,99.4,98.57,413510.19,5-10,VSAT,Transmission Issue/Modem Offline
BTS 4G,PAB0781,ISUSU,ZZP665,TELKOMSEL,PT. LINDU PUTRA UTAMA,11,PAPUA BARAT DAYA,MAYBRAT,AYAMARU TIMUR,ISUSU,-1.323888,132.270833,3,VSAT,2,K1 : Tidak Overlap,100,99.76,99.86,728777.72,30-50,-,-
BTS 4G,PAB0912,SORONDAUNI,ZZP759,TELKOMSEL,PT. LINDU PUTRA UTAMA,11,PAPUA BARAT,TELUK BINTUNI,TAROI,SORONDAUNI,-2.150833,133.205277,3,VSAT,2,No overlapping Issue,99.95,99.68,99.94,94299.03,0-5,-,-
BTS 4G,PAB1124,SRIA,ZZP750,TELKOMSEL,PT. LINDU PUTRA UTAMA,11,PAPUA BARAT DAYA,SORONG SELATAN,TEMINABUAN,SRIA,-1.413055,131.9925,3,VSAT,2,K3 : Full Overlap,100,99.47,99.86,156364.81,5-10,-,-
BTS 4G,PAB0723,HUBERITA,ZZP267,TELKOMSEL,PT. LINDU PUTRA UTAMA,11,PAPUA BARAT DAYA,MAYBRAT,AYAMARU TIMUR,HUBERITA,-1.289444,132.266666,3,VSAT,2,K2 : Overlap Sebagian,100,98.75,99.96,1703.82,0-5,-,-
BTS 4G,PAB1061,HUBERBARI,ZZP677,TELKOMSEL,PT. LINDU PUTRA UTAMA,11,PAPUA BARAT DAYA,MAYBRAT,AYAMARU,HUBERBARI,-1.262777,132.160833,3,VSAT,2,K1 : Tidak Overlap,100,96.84,99.83,68266.29,20-30,-,-
BTS 4G,PAB1118,SEKALAS,ZZP747,TELKOMSEL,PT. LINDU PUTRA UTAMA,11,PAPUA BARAT DAYA,SORONG SELATAN,TEMINABUAN,SEKALAS,-1.331666,132.085833,3,VSAT,2,No overlapping Issue,99.89,98.05,99.9,399019.82,20-30,-,-
BTS 4G,PAP3891,JELEPELE,ZZT624,TELKOMSEL,KSO SCI NUSA PAPUA,14,PAPUA PEGUNUNGAN,TOLIKARA,GEYA,JELEPELE,-3.71679,138.47043,3,VSAT,2,K1 : Tidak Overlap,80.02,99.75,99.7,135733.02,5-10,POWER,Battery Kembung
