Program,site_id,Site Name,Site ID OPSEL,Opsel,Penyedia MSS,Paket Penyedia MSS,Provinsi,Kabupaten,Kecamatan,Desa,latitude,longitude,radius_km,Transmisi,BW,K2-K3 Kategori,Availability,Accessibility,Retainability,Traffic Total,User,Problem Availability,Sub Problem Category
BTS 4G,PAP6241,SIMINBUK,ZZV161,TELKOMSEL,KSO SCI NUSA PAPUA,15,PAPUA PEGUNUNGAN,PEGUNUNGAN BINTANG,SERAMBAKON,SIMINBUK,-4.897472,140.588462,3,VSAT,4,K1 : Tidak Overlap,0,0,0,0,,BTS,BBU Fault
BTS 4G,PAP0318,ODIYAI,ZZR486,TELKOMSEL,KSO BKU LANGGENG,13,PAPUA TENGAH,PANIAI,BIBIDA,ODIYAI,-3.949722,136.466944,3,VSAT,2,K1 : Tidak Overlap,0,0,0,0,,Vandalisme,Red Zone
BTS 4G,PAP0084,TATUI,ZZR080,TELKOMSEL,KSO BKU LANGGENG,13,PAPUA,KEPULAUAN YAPEN,KOSIWO,TATUI,-1.851388,136.129166,3,VSAT,2,K1 : Tidak Overlap,0,0,0,0,,Vandalisme,Vandalisme
BTS 4G,PAP3511,GUNA,ZZT481,TELKOMSEL,KSO SCI NUSA PAPUA,14,PAPUA TENGAH,PUNCAK JAYA,TAGANOMBAK,GUNA,-3.701417,138.227885,3,VSAT,4,K1 : Tidak Overlap,0,0,0,0,,POWER,Battery Faulty & PV Panel Broken
BTS 4G,PAP6227,IMBOT,ZZV159,TELKOMSEL,KSO SCI NUSA PAPUA,15,PAPUA PEGUNUNGAN,PEGUNUNGAN BINTANG,OKBAPE,IMBOT,-4.822834,140.356811,3,VSAT,2,No overlapping Issue,0,0,0,0,,VSAT,Modem Fault
BTS 4G,PAP3450,KOBARAK,ZZT450,TELKOMSEL,KSO SCI NUSA PAPUA,14,PAPUA TENGAH,PUNCAK JAYA,YAMONERI,KOBARAK,-3.736314,138.177892,3,VSAT,2,K1 : Tidak Overlap,0,0,0,0,,POWER,Battery Faulty & PV Panel Broken
BTS 4G,PAP0321,KOLAITAGA,ZZR240,TELKOMSEL,KSO BKU LANGGENG,13,PAPUA TENGAH,PANIAI,BIBIDA,KOLAITAGA,-3.944166,136.491111,3,VSAT,2,No overlapping Issue,0,0,0,0,,POWER,Battery Faulty
BTS 4G,PAP6203,CALAB,ZZV470,TELKOMSEL,KSO SCI NUSA PAPUA,15,PAPUA PEGUNUNGAN,PEGUNUNGAN BINTANG,BIME,CALAB,-4.479809,140.206872,3,VSAT,4,No overlapping Issue,0,0,0,0,,POWER,MCB Trip
BTS 4G,PAP0945,DIITA,ZZR347,TELKOMSEL,KSO BKU LANGGENG,13,PAPUA TENGAH,DEIYAI,BOUWOBADO,DIITA,-4.095,136.428055,3,VSAT,2,No overlapping Issue,0,0,0,0,,Vandalisme,Red Zone
BTS 4G,PAP0947,DEMAGO,ZZR348,TELKOMSEL,KSO BKU LANGGENG,13,PAPUA TENGAH,DEIYAI,TIGI BARAT,DEMAGO,-4.065277,136.106111,3,VSAT,2,No overlapping Issue,0,0,0,0,,Vandalisme,Vandalisme
BTS 4G,PAP7197,WOUTU KOLOF,ZZV315,TELKOMSEL,KSO SCI NUSA PAPUA,15,PAPUA SELATAN,ASMAT,KOLF BRAZA,WOUTU KOLOF,-5.24351,139.51948,3,VSAT,2,No overlapping Issue,52.45,99.9,94.56,294528.89,10-20,POWER,Bad Weather
BTS 4G,MLU00668,RUMOIN,ZZX333,TELKOMSEL,PT. LINDU PUTRA UTAMA,10,MALUKU,KOTA TUAL,KUR SELATAN,RUMOIN,-5.368599,131.964452,3,VSAT,4,No overlapping Issue,35.49,99.16,98.08,112024.56,50-80,POWER,PV Kotor
BTS 4G,PAP7194,WOUTU BRASA,ZZV312,TELKOMSEL,KSO SCI NUSA PAPUA,15,PAPUA SELATAN,ASMAT,KOLF BRAZA,WOUTU BRASA,-5.146501,139.464237,3,VSAT,2,No overlapping Issue,30.3,99.89,98.56,47257.67,5-10,POWER,Battery Low SOC 
BTS 4G,PAB0535,MIRI,ZZQ284,TELKOMSEL,PT. LINDU PUTRA UTAMA,11,PAPUA BARAT DAYA,TAMBRAUW,IRERES,MIRI,-0.968055,132.778888,3,VSAT,2,No overlapping Issue,73.07,99.95,100,19347.7,0-5,POWER,SCC Problem
BTS 4G,PAP1062,KALI MERAH,ZZR397,TELKOMSEL,KSO BKU LANGGENG,13,PAPUA TENGAH,DEIYAI,KAPIRAYA,KALI MERAH,-4.38,136.080277,3,VSAT,2,No overlapping Issue,0,0,0,0,,POWER,Red Zone
BTS 4G,PAP3472,JIBINGGAME,ZZT168,TELKOMSEL,KSO SCI NUSA PAPUA,14,PAPUA TENGAH,PUNCAK JAYA,WAEGI,JIBINGGAME,-3.699278,138.155409,3,VSAT,2,K1 : Tidak Overlap,0,0,0,0,,POWER,Battery Low SOC 
BTS 4G,PAP3384,JIGUNIKIME,ZZT040,TELKOMSEL,KSO SCI NUSA PAPUA,14,PAPUA TENGAH,PUNCAK JAYA,ILAMBURAWI,JIGUNIKIME,-3.685196,137.939203,3,VSAT,2,K1 : Tidak Overlap,0,0,0,0,,POWER,PU offline 
BTS 4G,PAP0764,OBAYO,ZZR315,TELKOMSEL,KSO BKU LANGGENG,13,PAPUA TENGAH,DOGIYAI,KAMU UTARA,OBAYO,-3.985555,136.116944,3,VSAT,2,K2 : Overlap Sebagian,0,0,0,0,,Vandalisme,Vandalisme
BTS 4G,PAB0305,ARAWAY,ZZP696,TELKOMSEL,PT. LINDU PUTRA UTAMA,11,PAPUA BARAT DAYA,RAJA AMPAT,TIPLOL MAYALIBIT,ARAWAY,-0.15,130.626944,3,VSAT,2,No overlapping Issue,0,0,0,0,,POWER,Battery Faulty (GR)
BTS 4G,PAP6162,NEEP,ZZV448,TELKOMSEL,KSO SCI NUSA PAPUA,15,PAPUA PEGUNUNGAN,PEGUNUNGAN BINTANG,BATOM,NEEP,-4.413217,140.886211,3,VSAT,2,No overlapping Issue,0,0,0,0,,POWER,PU offline 
BTS 4G,PAP1001,MAMARIMP,ZZR379,TELKOMSEL,KSO SEI - AGTI,12,PAPUA,KEPULAUAN YAPEN,TELUK AMPIMOI,MAMARIMP,-1.857222,136.447222,3,MW,30,No overlapping Issue,0,0,0,0,,POWER,POWER : Baterai GR-Tapping Box
BTS 4G,PAP0307,GANIATAKA,ZZR237,TELKOMSEL,KSO BKU LANGGENG,13,PAPUA TENGAH,PANIAI,ARADIDE,GANIATAKA,-3.800277,136.476944,3,VSAT,2,No overlapping Issue,0,0,0,0,,POWER,Red Zone
BTS 4G,PAP0355,KENIAPA,ZZR243,TELKOMSEL,KSO BKU LANGGENG,13,PAPUA TENGAH,PANIAI,YATAMO,KENIAPA,-3.975,136.372222,3,VSAT,2,K1 : Tidak Overlap,0,0,0,0,,Vandalisme,Vandalisme
BTS 4G,PAP0996,DUAI,ZZR376,TELKOMSEL,KSO SEI - AGTI,12,PAPUA,KEPULAUAN YAPEN,YAPEN TIMUR,DUAI,-1.81433,136.80542,3,MW,30,K1 : Tidak Overlap,0,0,0,0,,POWER,POWER : Baterai GR-Tapping Box
BTS 4G,PAP6204,LIMIRI,ZZV471,TELKOMSEL,KSO SCI NUSA PAPUA,15,PAPUA PEGUNUNGAN,PEGUNUNGAN BINTANG,BIME,LIMIRI,-4.441518,140.209964,3,VSAT,4,No overlapping Issue,0,0,0,0,,POWER,Battery Low SOC 
BTS 4G,PAP3829,TINOWENO,ZZT597,TELKOMSEL,KSO SCI NUSA PAPUA,14,PAPUA PEGUNUNGAN,TOLIKARA,NUNGGAWI,TINOWENO,-3.691567,138.336145,3,VSAT,4,No overlapping Issue,0,0,0,0,,VSAT,Carrier Down
BTS 4G,PAP0591,IMBIRSBARI,ZZR120,TELKOMSEL,KSO BKU LANGGENG,13,PAPUA,SUPIORI,KEPULAUAN ARURI,IMBIRSBARI,-0.641944,135.363611,3,VSAT,2,No overlapping Issue,0,0,0,0,,BTS,Battery & BTS Module Faulty
BTS 4G,PAB1373,MINOGBEY,ZZQ226,TELKOMSEL,KSO BKU LANGGENG,13,PAPUA BARAT,MANOKWARI,WARMARE,MINOGBEY,-1.118611,133.930555,3,VSAT,2,No overlapping Issue,26.78,93.47,99.81,212491.84,20-30,POWER,Unmonitor (Site Down)
BTS 4G,PAP4130,MARINA VALEN,ZZT174,TELKOMSEL,KSO SCI NUSA PAPUA,14,PAPUA,MAMBERAMO RAYA,MAMBERAMO TENGAH,MARINA VALEN,-2.390244,138.193705,3,VSAT,2,No overlapping Issue,53.43,99.48,98.38,95258.03,#DIV/0!,POWER,Battery Low SOC 
BTS 4G,PAP3803,LEREWERE,ZZT589,TELKOMSEL,KSO SCI NUSA PAPUA,14,PAPUA PEGUNUNGAN,TOLIKARA,GILUBANDU,LEREWERE,-3.647186,138.403106,3,VSAT,2,No overlapping Issue,34.13,99.32,98.99,85217.48,10-20,POWER,Battery Low SOC 
BTS 4G,PAP0006,TOPO,ZZR099,TELKOMSEL,KSO BKU LANGGENG,13,PAPUA TENGAH,NABIRE,UWAPA,TOPO,-3.487777,135.588333,3,VSAT,2,No overlapping Issue,0,0,0,0,,POWER,Unmonitor (Further Checked By TA Power)
BTS 4G,PAP0767,YAMETADI,ZZR318,TELKOMSEL,KSO BKU LANGGENG,13,PAPUA TENGAH,DOGIYAI,KAMU UTARA,YAMETADI,-3.946944,136.143333,3,VSAT,2,No overlapping Issue,0,0,0,0,,Vandalisme,Vandalisme
BTS 4G,PAP3986,TIMER,ZZT641,TELKOMSEL,KSO SCI NUSA PAPUA,14,PAPUA PEGUNUNGAN,TOLIKARA,WAKUWO,TIMER,-3.678539,138.376688,3,VSAT,4,No overlapping Issue,0,0,0,0,,POWER,Battery Low SOC 
BTS 4G,PAP4867,MUARA 2,ZZT198,TELKOMSEL,KSO SCI NUSA PAPUA,14,PAPUA TENGAH,PUNCAK JAYA,MUARA,MUARA 2,-3.702212,137.937102,3,VSAT,4,K1 : Tidak Overlap,0,0,0,0,,POWER,Battery Faulty & PV Panel Broken
BTS 4G,PAP4848,BERELEME,ZZT918,TELKOMSEL,KSO SCI NUSA PAPUA,14,PAPUA TENGAH,PUNCAK JAYA,ILAMBURAWI,BERELEME,-3.687236,137.923359,3,VSAT,6,No overlapping Issue,0,0,0,0,,POWER,MCB Trip
BTS 4G,PAP6323,MERPASIKNE,ZZV245,TELKOMSEL,KSO SCI NUSA PAPUA,15,PAPUA PEGUNUNGAN,PEGUNUNGAN BINTANG,WEIME,MERPASIKNE,-4.313074,140.288298,3,VSAT,4,No overlapping Issue,0,0,0,0,,POWER,Battery Low SOC 
BTS 4G,PAP6201,KAMEME,ZZV468,TELKOMSEL,KSO SCI NUSA PAPUA,15,PAPUA PEGUNUNGAN,PEGUNUNGAN BINTANG,BIME,KAMEME,-4.465664,140.263883,3,VSAT,4,No overlapping Issue,0,0,0,0,,VSAT,Modem Fault
BTS 4G,PAP6330,DALUBAN,ZZV533,TELKOMSEL,KSO SCI NUSA PAPUA,15,PAPUA PEGUNUNGAN,PEGUNUNGAN BINTANG,WEIME,DALUBAN,-4.373827,140.286269,3,VSAT,4,No overlapping Issue,0,0,0,0,,VSAT,Modem Fault
BTS 4G,PAP0122,DORAU,ZZR181,TELKOMSEL,KSO SEI - AGTI,12,PAPUA,KEPULAUAN YAPEN,KEPULAUAN AMBAI,DORAU,-1.928611,136.298055,3,MW,30,K1 : Tidak Overlap,0,0,0,0,,Site Landslide,KAHAR : Terdampak longsor 
BTS 4G,PAP0023,YERETUAR,ZZR138,TELKOMSEL,KSO BKU LANGGENG,13,PAPUA TENGAH,NABIRE,TELUK UMAR,YERETUAR,-2.949444,134.688333,3,VSAT,2,No overlapping Issue,0,0,0,0,,POWER,Unmonitor (Further Checked By TA Power)
BTS 4G,PAP3363,YAGONIK,ZZT415,TELKOMSEL,KSO SCI NUSA PAPUA,14,PAPUA TENGAH,PUNCAK JAYA,GURAGE,YAGONIK,-3.721578,138.05362,3,VSAT,2,No overlapping Issue,0,0,0,0,,POWER,PU offline 
BTS 4G,PAP3364,LULAME,ZZT416,TELKOMSEL,KSO SCI NUSA PAPUA,14,PAPUA TENGAH,PUNCAK JAYA,GURAGE,LULAME,-3.71815,138.051291,3,VSAT,6,No overlapping Issue,0,0,0,0,,POWER,Battery Low SOC 
BTS 4G,PAP6293,OKTAU,ZZV509,TELKOMSEL,KSO SCI NUSA PAPUA,15,PAPUA PEGUNUNGAN,PEGUNUNGAN BINTANG,OKBEMTAU,OKTAU,-4.52596,140.71878,3,VSAT,4,No overlapping Issue,0,0,0,0,,VSAT,Modem Fault
BTS 4G,PAP3452,YAGALUK,ZZT452,TELKOMSEL,KSO SCI NUSA PAPUA,14,PAPUA TENGAH,PUNCAK JAYA,YAMONERI,YAGALUK,-3.72852,138.18415,3,VSAT,6,K1 : Tidak Overlap,0,0,0,0,,POWER,Battery Low SOC 
BTS 4G,PAP3468,NAKONGWE,ZZT461,TELKOMSEL,KSO SCI NUSA PAPUA,14,PAPUA TENGAH,PUNCAK JAYA,WAEGI,NAKONGWE,-3.697279,138.154313,3,VSAT,4,K1 : Tidak Overlap,0,0,0,0,,POWER,Battery Low SOC 
BTS 4G,PAP0485,BUNGGU,ZZR249,TELKOMSEL,KSO SEI - AGTI,12,PAPUA,WAROPEN,MASIREI,BUNGGU,-2.293055,136.7675,3,MW,30,K1 : Tidak Overlap,0,0,0,0,,POWER,POWER : Baterai GR-Tapping Box
BTS 4G,PAP0322,DAMA DAMA,ZZR432,TELKOMSEL,KSO BKU LANGGENG,13,PAPUA TENGAH,PANIAI,BIBIDA,DAMA DAMA,-3.93348,136.48531,3,VSAT,2,No overlapping Issue,0,0,0,0,,POWER,SOMO
BTS 4G,PAP6295,BEMHIMIKU,ZZV510,TELKOMSEL,KSO SCI NUSA PAPUA,15,PAPUA PEGUNUNGAN,PEGUNUNGAN BINTANG,OKBEMTAU,BEMHIMIKU,-4.46539,140.71105,3,VSAT,2,No overlapping Issue,0,0,0,0,,VSAT,Modem Fault
BTS 4G,PAP0328,TODIYA AIYAIKEBO,ZZR433,TELKOMSEL,KSO BKU LANGGENG,13,PAPUA TENGAH,PANIAI,SIRIWO,TODIYA AIYAIKEBO,-3.68363,136.09863,3,VSAT,2,No overlapping Issue,0,0,0,0,,POWER,Red Zone
BTS 4G,PAP6262,KAWE,ZZV238,TELKOMSEL,KSO SCI NUSA PAPUA,15,PAPUA PEGUNUNGAN,PEGUNUNGAN BINTANG,AWINBON,KAWE,-5.135897,140.297963,3,VSAT,2,No overlapping Issue,0,0,0,0,,POWER,PU offline 
BTS 4G,PAB1296,IDEMAI,ZZQ267,TELKOMSEL,KSO BKU LANGGENG,13,PAPUA BARAT,PEGUNUNGAN ARFAK,CATUBOUW,IDEMAI,-1.206666,133.730833,3,VSAT,2,No overlapping Issue,0,0,0,0,,POWER,Battery Faulty
BTS 4G,PAB1206,IDOU OUFA,ZZQ189,TELKOMSEL,PT. LINDU PUTRA UTAMA,11,PAPUA BARAT,MANOKWARI,MANOKWARI UTARA,IDOU OUFA,-0.73485,133.93417,3,VSAT,2,K1 : Tidak Overlap,0,0,0,0,,BTS,BBU Faulty
BTS 4G,PAP6324,TARAMLU,ZZV246,TELKOMSEL,KSO SCI NUSA PAPUA,15,PAPUA PEGUNUNGAN,PEGUNUNGAN BINTANG,WEIME,TARAMLU,-4.346743,140.290388,3,VSAT,4,No overlapping Issue,0,0,0,0,,POWER,PU offline 
BTS 4G,PAP6328,YOULBAN,ZZV531,TELKOMSEL,KSO SCI NUSA PAPUA,15,PAPUA PEGUNUNGAN,PEGUNUNGAN BINTANG,WEIME,YOULBAN,-4.3192,140.21421,3,VSAT,6,No overlapping Issue,0,0,0,0,,VSAT,Carrier Down
BTS 4G,PAP6342,KALIMBU,ZZV250,TELKOMSEL,KSO SCI NUSA PAPUA,15,PAPUA PEGUNUNGAN,PEGUNUNGAN BINTANG,JETFA,KALIMBU,-3.946985,140.610682,3,VSAT,4,No overlapping Issue,0,0,0,0,,BTS,BBU Fault
BTS 4G,PAP3115,LUKAKEN,ZZU206,TELKOMSEL,KSO SCI NUSA PAPUA,14,PAPUA PEGUNUNGAN,JAYAWIJAYA,ITLAY HISAGE,LUKAKEN,-4.07748,139.03801,3,VSAT,4,K1 : Tidak Overlap,0,0,0,0,,POWER,Battery Faulty & PV Panel Broken
BTS 4G,PAP3834,KIPINO,ZZT600,TELKOMSEL,KSO SCI NUSA PAPUA,14,PAPUA PEGUNUNGAN,TOLIKARA,NUNGGAWI,KIPINO,-3.6818,138.33525,3,VSAT,4,K1 : Tidak Overlap,0,0,0,0,,POWER,Battery Low SOC 
BTS 4G,PAP0003,YAUR,ZZR097,TELKOMSEL,KSO BKU LANGGENG,13,PAPUA TENGAH,NABIRE,YAUR,YAUR,-3.020277,134.810833,3,VSAT,2,No overlapping Issue,0,0,0,0,,POWER,SOMO
BTS 4G,PAB1298,MEIFOWOSKA,ZZQ207,TELKOMSEL,KSO BKU LANGGENG,13,PAPUA BARAT,PEGUNUNGAN ARFAK,TESTEGA,MEIFOWOSKA,-1.33786,133.64701,3,VSAT,2,No overlapping Issue,0,0,0,0,,POWER,Vandalisme
BTS 4G,PAB1338,NDABOUW,ZZQ211,TELKOMSEL,KSO BKU LANGGENG,13,PAPUA BARAT,PEGUNUNGAN ARFAK,CATUBOUW,NDABOUW,-1.2025,133.785,3,VSAT,2,No overlapping Issue,0,0,0,0,,POWER,Unmonitor (Further Checked By TA Power)
BTS 4G,PAP3292,TIOGEME,ZZT390,TELKOMSEL,KSO SCI NUSA PAPUA,14,PAPUA TENGAH,PUNCAK JAYA,YAMO,TIOGEME,-3.66713,138.00807,3,VSAT,4,K1 : Tidak Overlap,0,0,0,0,,POWER,Battery Faulty & PV Panel Broken
BTS 4G,PAP3409,WURAGE,ZZT166,TELKOMSEL,KSO SCI NUSA PAPUA,14,PAPUA TENGAH,PUNCAK JAYA,DOKOME,WURAGE,-3.67032,137.979511,3,VSAT,2,K1 : Tidak Overlap,0,0,0,0,,POWER,MCB Trip
BTS 4G,PAP4865,KWATINERI 2,ZZT930,TELKOMSEL,KSO SCI NUSA PAPUA,14,PAPUA TENGAH,PUNCAK JAYA,YAMO,KWATINERI 2,-3.651706,137.943325,3,VSAT,4,No overlapping Issue,0,0,0,0,,VSAT,Modem Fault
BTS 4G,PAP6226,TAPASIK DUA BAPENKA,ZZV158,TELKOMSEL,KSO SCI NUSA PAPUA,15,PAPUA PEGUNUNGAN,PEGUNUNGAN BINTANG,OKBAPE,TAPASIK DUA BAPENKA,-4.824783,140.376456,3,VSAT,2,No overlapping Issue,0,0,0,0,,POWER,Battery Low SOC 
BTS 4G,MLA0019,TOTALA JAYA,ZZY150,TELKOMSEL,PT. LINDU PUTRA UTAMA,10,MALUKU UTARA,HALMAHERA BARAT,LOLODA,TOTALA JAYA,1.61239,127.56718,3,VSAT,6,No overlapping Issue,0,0,0,0,,Site Landslide,Longsor
BTS 4G,PAP2064,WAMUSAGE,ZZU893,TELKOMSEL,KSO SCI NUSA PAPUA,14,PAPUA PEGUNUNGAN,JAYAWIJAYA,WALELAGAMA,WAMUSAGE,-4.10658,139.01068,3,VSAT,2,K1 : Tidak Overlap,0,0,0,0,,VSAT,Modem Fault
BTS 4G,PAP3050,KULAKEN,ZZT104,TELKOMSEL,KSO SCI NUSA PAPUA,14,PAPUA PEGUNUNGAN,JAYAWIJAYA,WALELAGAMA,KULAKEN,-4.096458,138.998054,3,VSAT,4,K1 : Tidak Overlap,0,0,0,0,,VSAT,Modem Fault
BTS 4G,PAP3098,ZAPMA,ZZT960,TELKOMSEL,KSO SCI NUSA PAPUA,14,PAPUA PEGUNUNGAN,JAYAWIJAYA,IBELE,ZAPMA,-4.04426,138.83475,3,VSAT,4,K1 : Tidak Overlap,0,0,0,0,,POWER,Battery Low SOC 
BTS 4G,PAP2241,YOMOSIMO II,ZZU914,TELKOMSEL,KSO SCI NUSA PAPUA,14,PAPUA PEGUNUNGAN,JAYAWIJAYA,WADANGKU,YOMOSIMO II,-3.91755,138.92537,3,VSAT,2,K1 : Tidak Overlap,0,0,0,0,,POWER,MCB Trip
BTS 4G,PAP6062,TOR,ZZV418,TELKOMSEL,KSO SCI NUSA PAPUA,15,PAPUA SELATAN,MERAUKE,WAAN,TOR,-8.402118,137.752347,3,VSAT,2,No overlapping Issue,0,0,0,0,,POWER,Battery Low SOC 
BTS 4G,PAP2148,PARIM II,ZZW642,TELKOMSEL,KSO SCI NUSA PAPUA,15,PAPUA PEGUNUNGAN,PEGUNUNGAN BINTANG,SERAMBAKON,PARIM II,-4.8956,140.56094,3,VSAT,2,K1 : Tidak Overlap,0,0,0,0,,BTS,BBU Fault
BTS 4G,PAP7354,HOLUKALEM,ZZV706,TELKOMSEL,KSO SCI NUSA PAPUA,15,PAPUA PEGUNUNGAN,YALIMO,APALAPSILI,HOLUKALEM,-3.92892,139.31636,3,VSAT,2,No overlapping Issue,0,0,0,0,,POWER,Battery Low SOC 
BTS 4G,PAP6245,OKATEM,ZZV485,TELKOMSEL,KSO SCI NUSA PAPUA,15,PAPUA PEGUNUNGAN,PEGUNUNGAN BINTANG,SERAMBAKON,OKATEM,-4.864814,140.586613,3,VSAT,2,No overlapping Issue,0,0,0,0,,POWER,Battery Low SOC 
BTS 4G,PAB0296,SAUPAPIR,ZZP693,TELKOMSEL,PT. LINDU PUTRA UTAMA,11,PAPUA BARAT DAYA,RAJA AMPAT,WAIGEO BARAT KEPULAUAN,SAUPAPIR,-0.665,130.279722,3,VSAT,2,K1 : Tidak Overlap,0,0,0,0,,POWER,Battery Faulty (GR)
BTS 4G,PAP0927,PEKU,ZZR015,TELKOMSEL,KSO BKU LANGGENG,13,PAPUA TENGAH,DEIYAI,TIGI,PEKU,-4.061111,136.268055,3,VSAT,2,K1 : Tidak Overlap,0,0,0,0,,Vandalisme,Vandalisme
BTS 4G,PAP0557,WUDOKURI,ZZR287,TELKOMSEL,KSO SEI - AGTI,12,PAPUA,WAROPEN,DEMBA,WUDOKURI,-2.299444,136.726944,3,MW,30,K1 : Tidak Overlap,2,99.53,99.83,9530.97,#DIV/0!,POWER,POWER : Baterai GR-Tapping Box
BTS 4G,PAP0562,OUDASE,ZZR292,TELKOMSEL,KSO SEI - AGTI,12,PAPUA,WAROPEN,WONTI,OUDASE,-2.303611,136.678333,3,MW,30,No overlapping Issue,0,0,0,0,,POWER,POWER : Baterai GR-Tapping Box
BTS 4G,PAP0574,DAIMBOA,ZZR304,TELKOMSEL,KSO SEI - AGTI,12,PAPUA,WAROPEN,SOYOI MAMBAI,DAIMBOA,-2.2975,136.566666,3,MW,30,No overlapping Issue,0,0,0,0,,POWER,POWER : Baterai GR-Tapping Box
BTS 4G,PAP3489,WUTIME,ZZT474,TELKOMSEL,KSO SCI NUSA PAPUA,14,PAPUA TENGAH,PUNCAK JAYA,NIOGA,WUTIME,-3.697248,138.236261,3,VSAT,2,K1 : Tidak Overlap,0,0,0,0,,POWER,MCB Trip
BTS 4G,PAP3807,BAGUNI,ZZT591,TELKOMSEL,KSO SCI NUSA PAPUA,14,PAPUA PEGUNUNGAN,TOLIKARA,GILUBANDU,BAGUNI,-3.65262,138.39001,3,VSAT,4,K1 : Tidak Overlap,0,0,0,0,,POWER,Battery Low SOC 
BTS 4G,PAP3316,AMBOK,ZZT403,TELKOMSEL,KSO SCI NUSA PAPUA,14,PAPUA TENGAH,PUNCAK JAYA,TORERE,AMBOK,-3.69474,138.179335,3,VSAT,6,K1 : Tidak Overlap,0,0,0,0,,POWER,Battery Kembung
BTS 4G,PAP4832,NALIME,ZZT905,TELKOMSEL,KSO SCI NUSA PAPUA,14,PAPUA TENGAH,PUNCAK JAYA,WAEGI,NALIME,-3.715207,138.057903,3,VSAT,6,No overlapping Issue,0,0,0,0,,VSAT,Modem Fault
BTS 4G,PAP7203,WAIJENS,ZZV320,TELKOMSEL,KSO SCI NUSA PAPUA,15,PAPUA SELATAN,ASMAT,KOLF BRAZA,WAIJENS,-5.08475,139.51794,3,VSAT,4,No overlapping Issue,0,0,0,0,,VSAT,Modem Fault
BTS 4G,PAP0793,BOKAIBUTU,ZZR328,TELKOMSEL,KSO BKU LANGGENG,13,PAPUA TENGAH,DOGIYAI,KAMU TIMUR,BOKAIBUTU,-4.027777,136.125555,3,VSAT,2,No overlapping Issue,0,0,0,0,,Vandalisme,Vandalisme
BTS 4G,PAP1009,SUNDE,ZZR057,TELKOMSEL,KSO BKU LANGGENG,13,PAPUA,BIAK NUMFOR,BIAK TIMUR,SUNDE,-1.142222,136.206944,3,VSAT,2,K1 : Tidak Overlap,0,0,0,0,,POWER,Unmonitor (Further Checked By TA Power)
BTS 4G,PAP0285,AMOPA,ZZR527,TELKOMSEL,KSO BKU LANGGENG,13,PAPUA TENGAH,PANIAI,PANIAI BARAT,AMOPA,-3.91646,136.23928,3,VSAT,2,K1 : Tidak Overlap,0,0,0,0,,POWER,Vandalisme
BTS 4G,PAP0541,MOROWA,ZZR274,TELKOMSEL,KSO SEI - AGTI,12,PAPUA,WAROPEN,OUDATE,MOROWA,-2.41291,136.32589,3,MW,30,No overlapping Issue,0,0,0,0,,POWER,POWER : Baterai GR-Tapping Box
BTS 4G,PAP6243,WANBAKON,ZZV151,TELKOMSEL,KSO SCI NUSA PAPUA,15,PAPUA PEGUNUNGAN,PEGUNUNGAN BINTANG,SERAMBAKON,WANBAKON,-4.871663,140.524237,3,VSAT,2,No overlapping Issue,0,0,0,0,,VSAT,Carrier Down
BTS 4G,PAP0769,EKIMANI,ZZR320,TELKOMSEL,KSO BKU LANGGENG,13,PAPUA TENGAH,DOGIYAI,KAMU UTARA,EKIMANI,-3.981388,136.077222,3,VSAT,2,K1 : Tidak Overlap,0,0,0,0,,Vandalisme,Vandalisme
BTS 4G,PAP0034,MAMBOR,ZZR110,TELKOMSEL,KSO BKU LANGGENG,13,PAPUA TENGAH,NABIRE,MOORA,MAMBOR,-3.096944,135.586388,3,VSAT,2,No overlapping Issue,0,0,0,0,,POWER,Vandalisme
BTS 4G,PAP1073,ONAIGEDAPA,ZZR401,TELKOMSEL,KSO BKU LANGGENG,13,PAPUA TENGAH,DEIYAI,TIGI TIMUR,ONAIGEDAPA,-4.04966,136.33083,3,VSAT,2,K1 : Tidak Overlap,0,0,0,0,,Vandalisme,Vandalisme
BTS 4G,PAP7020,ATSIPIM,ZZV258,TELKOMSEL,KSO SCI NUSA PAPUA,15,PAPUA SELATAN,MAPPI,HAJU,ATSIPIM,-6.262744,139.008077,3,VSAT,4,No overlapping Issue,41.46,99.01,99.03,172891.49,20-30,POWER,Battery Low SOC 
BTS 4G,PAB1441,YELLU - AGAS,ZZQ348,TELKOMSEL,PT. LINDU PUTRA UTAMA,11,PAPUA BARAT DAYA,RAJA AMPAT,MISOOL SELATAN,YELLU - AGAS,-2.06966,130.44432,3,VSAT,2,K1 : Tidak Overlap,45.23,83.52,97.99,82506.12,30-50,VSAT,High SER
BTS 4G,PAB1438,YELLU - DILOL,ZZQ347,TELKOMSEL,PT. LINDU PUTRA UTAMA,11,PAPUA BARAT DAYA,RAJA AMPAT,MISOOL SELATAN,YELLU - DILOL,-2.02025,130.4159,3,VSAT,2,K1 : Tidak Overlap,47.98,98.39,99.81,278575.24,>100,POWER,Shading
BTS 4G,PAP2361,KILIARMA,ZZW735,TELKOMSEL,KSO SCI NUSA PAPUA,15,PAPUA TENGAH,MIMIKA,AGIMUGA,KILIARMA,-4.67451,137.60584,3,VSAT,4,No overlapping Issue,67.28,99.86,99.05,1107214.31,30-50,POWER,Battery Low SOC 
